TRANS NO,SEQ,METER NO,READING DATE,EMPLOYEE ID,READING,USAGE AMOUNT,BILLED DATE,UOM,METER DESCRIPTION,METER TYPE,UTILITY TYPE,LONG DESCRIPTION,REGION CODE,FACILITY ID,BUILDING,USAGE FACTOR,START DATE,BUILDING NAME,BUILDING CLASS,PROPERTY TYPE,METER MULTIPLIER,YEAR-MONTH,SERIAL #,ROUTE NO
9771,147,ST062A,7/31/2024 0:00,600317,633182,367300,9/6/2024 11:09,LB,GEORGE LYNN CROSS HALL,NORMAL,STEAM,EAST SIDE TUNNEL BY WATER METER,NORMAN,MCA,062,100,12/31/2016 0:00,GEORGE LYNN CROSS HALL,E&G,ACADEMIC,100,2024-7,15620A152,M2
9830,143,ST062A,8/31/2024 0:00,600317,636684,350200,10/4/2024 13:13,LB,GEORGE LYNN CROSS HALL,NORMAL,STEAM,EAST SIDE TUNNEL BY WATER METER,NORMAN,MCA,062,100,12/31/2016 0:00,GEORGE LYNN CROSS HALL,E&G,ACADEMIC,100,2024-8,15620A152,M2
9912,139,ST062A,9/30/2024 0:00,600317,639265,258100,11/7/2024 8:55,LB,GEORGE LYNN CROSS HALL,NORMAL,STEAM,EAST SIDE TUNNEL BY WATER METER,NORMAN,MCA,062,100,12/31/2016 0:00,GEORGE LYNN CROSS HALL,E&G,ACADEMIC,100,2024-9,15620A152,M2
8931,355,ST064B,1/31/2023 0:00,600317,16422,48600,2/28/2023 13:37,LB,RICHARDS HALL - INSECTARY,NORMAL,STEAM,NEXT TO CW METER IN TUNNEL,NORMAN,MCA,064,100,2/28/2019 0:00,INSECTARY,E&G,ACADEMIC,100,2023-1,15620A566,M2
8951,355,ST064B,2/28/2023 0:00,600317,16948,52600,3/31/2023 18:07,LB,RICHARDS HALL - INSECTARY,NORMAL,STEAM,NEXT TO CW METER IN TUNNEL,NORMAN,MCA,064,100,2/28/2019 0:00,INSECTARY,E&G,ACADEMIC,100,2023-2,15620A566,M2
8968,356,ST064B,3/31/2023 0:00,600317,17223,27500,4/29/2023 16:55,LB,RICHARDS HALL - INSECTARY,NORMAL,STEAM,NEXT TO CW METER IN TUNNEL,NORMAN,MCA,064,100,2/28/2019 0:00,INSECTARY,E&G,ACADEMIC,100,2023-3,15620A566,M2
9010,356,ST064B,4/30/2023 0:00,600317,17533,31000,5/30/2023 14:24,LB,RICHARDS HALL - INSECTARY,NORMAL,STEAM,NEXT TO CW METER IN TUNNEL,NORMAN,MCA,064,100,2/28/2019 0:00,INSECTARY,E&G,ACADEMIC,100,2023-4,15620A566,M2
9035,356,ST064B,5/31/2023 0:00,600317,17933,40000,6/30/2023 8:27,LB,RICHARDS HALL - INSECTARY,NORMAL,STEAM,NEXT TO CW METER IN TUNNEL,NORMAN,MCA,064,100,2/28/2019 0:00,INSECTARY,E&G,ACADEMIC,100,2023-5,15620A566,M2
9049,355,ST064B,6/30/2023 0:00,600317,18285,35200,8/2/2023 13:52,LB,RICHARDS HALL - INSECTARY,NORMAL,STEAM,NEXT TO CW METER IN TUNNEL,NORMAN,MCA,064,100,2/28/2019 0:00,INSECTARY,E&G,ACADEMIC,100,2023-6,15620A566,M2
9091,355,ST064B,7/31/2023 0:00,600317,18596,31100,8/31/2023 14:30,LB,RICHARDS HALL - INSECTARY,NORMAL,STEAM,NEXT TO CW METER IN TUNNEL,NORMAN,MCA,064,100,2/28/2019 0:00,INSECTARY,E&G,ACADEMIC,100,2023-7,15620A566,M2
9116,355,ST064B,8/31/2023 0:00,600317,18596,NULL,9/30/2023 12:38,LB,RICHARDS HALL - INSECTARY,NORMAL,STEAM,NEXT TO CW METER IN TUNNEL,NORMAN,MCA,064,100,2/28/2019 0:00,INSECTARY,E&G,ACADEMIC,100,2023-8,15620A566,M2
9129,355,ST064B,9/30/2023 0:00,600317,18596,NULL,10/31/2023 14:40,LB,RICHARDS HALL - INSECTARY,NORMAL,STEAM,NEXT TO CW METER IN TUNNEL,NORMAN,MCA,064,100,2/28/2019 0:00,INSECTARY,E&G,ACADEMIC,100,2023-9,15620A566,M2
9374,235,ST064B,10/31/2023 0:00,600317,18596,NULL,12/4/2023 15:01,LB,RICHARDS HALL - INSECTARY,NORMAL,STEAM,NEXT TO CW METER IN TUNNEL,NORMAN,MCA,064,100,2/28/2019 0:00,INSECTARY,E&G,ACADEMIC,100,2023-10,15620A566,M2
9404,235,ST064B,11/30/2023 0:00,600317,18596,NULL,12/23/2023 12:55,LB,RICHARDS HALL - INSECTARY,NORMAL,STEAM,NEXT TO CW METER IN TUNNEL,NORMAN,MCA,064,100,2/28/2019 0:00,INSECTARY,E&G,ACADEMIC,100,2023-11,15620A566,M2
9474,213,ST064B,12/31/2023 0:00,600317,18596,NULL,2/5/2024 8:24,LB,RICHARDS HALL - INSECTARY,NORMAL,STEAM,NEXT TO CW METER IN TUNNEL,NORMAN,MCA,064,100,2/28/2019 0:00,INSECTARY,E&G,ACADEMIC,100,2023-12,15620A566,M2
9494,213,ST064B,1/31/2024 0:00,600317,18596,NULL,3/4/2024 14:10,LB,RICHARDS HALL - INSECTARY,NORMAL,STEAM,NEXT TO CW METER IN TUNNEL,NORMAN,MCA,064,100,2/28/2019 0:00,INSECTARY,E&G,ACADEMIC,100,2024-1,15620A566,M2
9532,213,ST064B,2/29/2024 0:00,600317,18596,NULL,4/8/2024 10:03,LB,RICHARDS HALL - INSECTARY,NORMAL,STEAM,NEXT TO CW METER IN TUNNEL,NORMAN,MCA,064,100,2/28/2019 0:00,INSECTARY,E&G,ACADEMIC,100,2024-2,15620A566,M2
9558,211,ST064B,3/31/2024 0:00,600317,18596,NULL,4/30/2024 8:02,LB,RICHARDS HALL - INSECTARY,NORMAL,STEAM,NEXT TO CW METER IN TUNNEL,NORMAN,MCA,064,100,2/28/2019 0:00,INSECTARY,E&G,ACADEMIC,100,2024-3,15620A566,M2
9658,165,ST064B,4/30/2024 0:00,600317,18596,NULL,5/31/2024 15:28,LB,RICHARDS HALL - INSECTARY,NORMAL,STEAM,NEXT TO CW METER IN TUNNEL,NORMAN,MCA,064,100,2/28/2019 0:00,INSECTARY,E&G,ACADEMIC,100,2024-4,15620A566,M2
9710,165,ST064B,5/31/2024 0:00,600317,18596,NULL,6/28/2024 15:18,LB,RICHARDS HALL - INSECTARY,NORMAL,STEAM,NEXT TO CW METER IN TUNNEL,NORMAN,MCA,064,100,2/28/2019 0:00,INSECTARY,E&G,ACADEMIC,100,2024-5,15620A566,M2
9747,156,ST064B,6/30/2024 0:00,600317,18596,NULL,7/31/2024 13:35,LB,RICHARDS HALL - INSECTARY,NORMAL,STEAM,NEXT TO CW METER IN TUNNEL,NORMAN,MCA,064,100,2/28/2019 0:00,INSECTARY,E&G,ACADEMIC,100,2024-6,15620A566,M2
9771,155,ST064B,7/31/2024 0:00,600317,18596,NULL,9/6/2024 11:09,LB,RICHARDS HALL - INSECTARY,NORMAL,STEAM,NEXT TO CW METER IN TUNNEL,NORMAN,MCA,064,100,2/28/2019 0:00,INSECTARY,E&G,ACADEMIC,100,2024-7,15620A566,M2
9830,151,ST064C,8/31/2024 0:00,600317,340,34000,10/4/2024 13:13,LB,RICHARDS HALL - INSECTARY,NORMAL,STEAM,NEXT TO CW METER IN TUNNEL,NORMAN,MCA,064,100,7/31/2024 0:00,INSECTARY,E&G,ACADEMIC,100,2024-8,15620A566,M2
9912,144,ST064C,9/30/2024 0:00,600317,663,32300,11/7/2024 8:55,LB,RICHARDS HALL - INSECTARY,NORMAL,STEAM,NEXT TO CW METER IN TUNNEL,NORMAN,MCA,064,100,7/31/2024 0:00,INSECTARY,E&G,ACADEMIC,100,2024-9,15620A566,M2
8931,350,ST065A,1/31/2023 0:00,600317,263610,371000,2/28/2023 13:37,LB,"PLANT SCIENCE GREENHOUSES
INCLUDES PROPERTIES 54 AND 54A",NORMAL,STEAM,BASEMENT TUNNEL ENTRANCE,NORMAN,MCA,065,100,10/31/2016 0:00,PLANT SCIENCE GREENHOUSE #1,E&G,ACADEMIC,100,2023-1,14620A877,M2
8951,350,ST065A,2/28/2023 0:00,600317,267587,397700,3/31/2023 18:07,LB,"PLANT SCIENCE GREENHOUSES
INCLUDES PROPERTIES 54 AND 54A",NORMAL,STEAM,BASEMENT TUNNEL ENTRANCE,NORMAN,MCA,065,100,10/31/2016 0:00,PLANT SCIENCE GREENHOUSE #1,E&G,ACADEMIC,100,2023-2,14620A877,M2
8968,351,ST065A,3/31/2023 0:00,600317,277756,1016900,4/29/2023 16:55,LB,"PLANT SCIENCE GREENHOUSES
INCLUDES PROPERTIES 54 AND 54A",NORMAL,STEAM,BASEMENT TUNNEL ENTRANCE,NORMAN,MCA,065,100,10/31/2016 0:00,PLANT SCIENCE GREENHOUSE #1,E&G,ACADEMIC,100,2023-3,14620A877,M2
9010,351,ST065A,4/30/2023 0:00,600317,282676,492000,5/30/2023 14:24,LB,"PLANT SCIENCE GREENHOUSES
INCLUDES PROPERTIES 54 AND 54A",NORMAL,STEAM,BASEMENT TUNNEL ENTRANCE,NORMAN,MCA,065,100,10/31/2016 0:00,PLANT SCIENCE GREENHOUSE #1,E&G,ACADEMIC,100,2023-4,14620A877,M2
9035,351,ST065A,5/31/2023 0:00,600317,282676,NULL,6/30/2023 8:27,LB,"PLANT SCIENCE GREENHOUSES
INCLUDES PROPERTIES 54 AND 54A",NORMAL,STEAM,BASEMENT TUNNEL ENTRANCE,NORMAN,MCA,065,100,10/31/2016 0:00,PLANT SCIENCE GREENHOUSE #1,E&G,ACADEMIC,100,2023-5,14620A877,M2
9049,350,ST065A,6/30/2023 0:00,600317,282676,NULL,8/2/2023 13:52,LB,"PLANT SCIENCE GREENHOUSES
INCLUDES PROPERTIES 54 AND 54A",NORMAL,STEAM,BASEMENT TUNNEL ENTRANCE,NORMAN,MCA,065,100,10/31/2016 0:00,PLANT SCIENCE GREENHOUSE #1,E&G,ACADEMIC,100,2023-6,14620A877,M2
9091,350,ST065A,7/31/2023 0:00,600317,282676,NULL,8/31/2023 14:30,LB,"PLANT SCIENCE GREENHOUSES
INCLUDES PROPERTIES 54 AND 54A",NORMAL,STEAM,BASEMENT TUNNEL ENTRANCE,NORMAN,MCA,065,100,10/31/2016 0:00,PLANT SCIENCE GREENHOUSE #1,E&G,ACADEMIC,100,2023-7,14620A877,M2
9116,350,ST065A,8/31/2023 0:00,600317,282676,NULL,9/30/2023 12:38,LB,"PLANT SCIENCE GREENHOUSES
INCLUDES PROPERTIES 54 AND 54A",NORMAL,STEAM,BASEMENT TUNNEL ENTRANCE,NORMAN,MCA,065,100,10/31/2016 0:00,PLANT SCIENCE GREENHOUSE #1,E&G,ACADEMIC,100,2023-8,14620A877,M2
9129,350,ST065A,9/30/2023 0:00,600317,282676,NULL,10/31/2023 14:40,LB,"PLANT SCIENCE GREENHOUSES
INCLUDES PROPERTIES 54 AND 54A",NORMAL,STEAM,BASEMENT TUNNEL ENTRANCE,NORMAN,MCA,065,100,10/31/2016 0:00,PLANT SCIENCE GREENHOUSE #1,E&G,ACADEMIC,100,2023-9,14620A877,M2
9374,232,ST065A,10/31/2023 0:00,600317,282676,NULL,12/4/2023 15:01,LB,"PLANT SCIENCE GREENHOUSES
INCLUDES PROPERTIES 54 AND 54A",NORMAL,STEAM,BASEMENT TUNNEL ENTRANCE,NORMAN,MCA,065,100,10/31/2016 0:00,PLANT SCIENCE GREENHOUSE #1,E&G,ACADEMIC,100,2023-10,14620A877,M2
9404,232,ST065B,11/30/2023 0:00,600317,1530103,1530103,12/23/2023 12:55,LB,PLANT SCIENCE GREENHOUSES INCLUDES PROPERTIES 54 AND 54A,NORMAL,STEAM,BASEMENT TUNNEL ENTRANCE,NORMAN,MCA,065,100,10/31/2023 0:00,PLANT SCIENCE GREENHOUSE #1,E&G,ACADEMIC,1,2023-11,21371104,M2
9474,210,ST065B,12/31/2023 0:00,600317,7484027,5953924,2/5/2024 8:24,LB,PLANT SCIENCE GREENHOUSES INCLUDES PROPERTIES 54 AND 54A,NORMAL,STEAM,BASEMENT TUNNEL ENTRANCE,NORMAN,MCA,065,100,10/31/2023 0:00,PLANT SCIENCE GREENHOUSE #1,E&G,ACADEMIC,1,2023-12,21371104,M2
9494,210,ST065B,1/31/2024 0:00,600317,13075728,5591701,3/4/2024 14:10,LB,PLANT SCIENCE GREENHOUSES INCLUDES PROPERTIES 54 AND 54A,NORMAL,STEAM,BASEMENT TUNNEL ENTRANCE,NORMAN,MCA,065,100,10/31/2023 0:00,PLANT SCIENCE GREENHOUSE #1,E&G,ACADEMIC,1,2024-1,21371104,M2
9532,210,ST065B,2/29/2024 0:00,600317,17385030,4309302,4/8/2024 10:03,LB,PLANT SCIENCE GREENHOUSES INCLUDES PROPERTIES 54 AND 54A,NORMAL,STEAM,BASEMENT TUNNEL ENTRANCE,NORMAN,MCA,065,100,10/31/2023 0:00,PLANT SCIENCE GREENHOUSE #1,E&G,ACADEMIC,1,2024-2,21371104,M2
9558,208,ST065B,3/31/2024 0:00,600317,21241344,3856314,4/30/2024 8:02,LB,PLANT SCIENCE GREENHOUSES INCLUDES PROPERTIES 54 AND 54A,NORMAL,STEAM,BASEMENT TUNNEL ENTRANCE,NORMAN,MCA,065,100,10/31/2023 0:00,PLANT SCIENCE GREENHOUSE #1,E&G,ACADEMIC,1,2024-3,21371104,M2
9658,162,ST065B,4/30/2024 0:00,600317,23494164,2252820,5/31/2024 15:28,LB,PLANT SCIENCE GREENHOUSES INCLUDES PROPERTIES 54 AND 54A,NORMAL,STEAM,BASEMENT TUNNEL ENTRANCE,NORMAN,MCA,065,100,10/31/2023 0:00,PLANT SCIENCE GREENHOUSE #1,E&G,ACADEMIC,1,2024-4,21371104,M2
9710,162,ST065B,5/31/2024 0:00,600317,25087058,1592894,6/28/2024 15:18,LB,PLANT SCIENCE GREENHOUSES INCLUDES PROPERTIES 54 AND 54A,NORMAL,STEAM,BASEMENT TUNNEL ENTRANCE,NORMAN,MCA,065,100,10/31/2023 0:00,PLANT SCIENCE GREENHOUSE #1,E&G,ACADEMIC,1,2024-5,21371104,M2
9747,153,ST065B,6/30/2024 0:00,600317,25089578,2520,7/31/2024 13:35,LB,PLANT SCIENCE GREENHOUSES INCLUDES PROPERTIES 54 AND 54A,NORMAL,STEAM,BASEMENT TUNNEL ENTRANCE,NORMAN,MCA,065,100,10/31/2023 0:00,PLANT SCIENCE GREENHOUSE #1,E&G,ACADEMIC,1,2024-6,21371104,M2
9771,152,ST065B,7/31/2024 0:00,600317,25091498,1920,9/6/2024 11:09,LB,PLANT SCIENCE GREENHOUSES INCLUDES PROPERTIES 54 AND 54A,NORMAL,STEAM,BASEMENT TUNNEL ENTRANCE,NORMAN,MCA,065,100,10/31/2023 0:00,PLANT SCIENCE GREENHOUSE #1,E&G,ACADEMIC,1,2024-7,21371104,M2
9830,148,ST065B,8/31/2024 0:00,600317,25104340,12842,10/4/2024 13:13,LB,PLANT SCIENCE GREENHOUSES INCLUDES PROPERTIES 54 AND 54A,NORMAL,STEAM,BASEMENT TUNNEL ENTRANCE,NORMAN,MCA,065,100,10/31/2023 0:00,PLANT SCIENCE GREENHOUSE #1,E&G,ACADEMIC,1,2024-8,21371104,M2
9912,142,ST065B,9/30/2024 0:00,600317,25113788,9448,11/7/2024 8:55,LB,PLANT SCIENCE GREENHOUSES INCLUDES PROPERTIES 54 AND 54A,NORMAL,STEAM,BASEMENT TUNNEL ENTRANCE,NORMAN,MCA,065,100,10/31/2023 0:00,PLANT SCIENCE GREENHOUSE #1,E&G,ACADEMIC,1,2024-9,21371104,M2
8931,405,ST066G,1/31/2023 0:00,600317,626161,2099700,2/28/2023 13:37,LB,STADIUM - SOUTH END ZONE,NORMAL,STEAM,S.E.CORNER MECHANICAL ROOM.,NORMAN,MCA,066,100,6/30/2017 0:00,THE GAYLORD FAMILY-OKLAHOMA MEMORIAL STADIUM,NON_E_AND_G,ATHLETICS,100,2023-1,15620A275,M2
8951,405,ST066G,2/28/2023 0:00,600317,639851,1369000,3/31/2023 18:07,LB,STADIUM - SOUTH END ZONE,NORMAL,STEAM,S.E.CORNER MECHANICAL ROOM.,NORMAN,MCA,066,100,6/30/2017 0:00,THE GAYLORD FAMILY-OKLAHOMA MEMORIAL STADIUM,NON_E_AND_G,ATHLETICS,100,2023-2,15620A275,M2
8968,406,ST066G,3/31/2023 0:00,600317,655477,1562600,4/29/2023 16:55,LB,STADIUM - SOUTH END ZONE,NORMAL,STEAM,S.E.CORNER MECHANICAL ROOM.,NORMAN,MCA,066,100,6/30/2017 0:00,THE GAYLORD FAMILY-OKLAHOMA MEMORIAL STADIUM,NON_E_AND_G,ATHLETICS,100,2023-3,15620A275,M2
9010,406,ST066G,4/30/2023 0:00,600317,662279,680200,5/30/2023 14:24,LB,STADIUM - SOUTH END ZONE,NORMAL,STEAM,S.E.CORNER MECHANICAL ROOM.,NORMAN,MCA,066,100,6/30/2017 0:00,THE GAYLORD FAMILY-OKLAHOMA MEMORIAL STADIUM,NON_E_AND_G,ATHLETICS,100,2023-4,15620A275,M2
9035,406,ST066G,5/31/2023 0:00,600317,669955,767600,6/30/2023 8:27,LB,STADIUM - SOUTH END ZONE,NORMAL,STEAM,S.E.CORNER MECHANICAL ROOM.,NORMAN,MCA,066,100,6/30/2017 0:00,THE GAYLORD FAMILY-OKLAHOMA MEMORIAL STADIUM,NON_E_AND_G,ATHLETICS,100,2023-5,15620A275,M2
9049,405,ST066G,6/30/2023 0:00,600317,674255,430000,8/2/2023 13:52,LB,STADIUM - SOUTH END ZONE,NORMAL,STEAM,S.E.CORNER MECHANICAL ROOM.,NORMAN,MCA,066,100,6/30/2017 0:00,THE GAYLORD FAMILY-OKLAHOMA MEMORIAL STADIUM,NON_E_AND_G,ATHLETICS,100,2023-6,15620A275,M2
9091,405,ST066G,7/31/2023 0:00,600317,679804,554900,8/31/2023 14:30,LB,STADIUM - SOUTH END ZONE,NORMAL,STEAM,S.E.CORNER MECHANICAL ROOM.,NORMAN,MCA,066,100,6/30/2017 0:00,THE GAYLORD FAMILY-OKLAHOMA MEMORIAL STADIUM,NON_E_AND_G,ATHLETICS,100,2023-7,15620A275,M2
9116,405,ST066G,8/31/2023 0:00,600317,684689,488500,9/30/2023 12:38,LB,STADIUM - SOUTH END ZONE,NORMAL,STEAM,S.E.CORNER MECHANICAL ROOM.,NORMAN,MCA,066,100,6/30/2017 0:00,THE GAYLORD FAMILY-OKLAHOMA MEMORIAL STADIUM,NON_E_AND_G,ATHLETICS,100,2023-8,15620A275,M2
9129,405,ST066G,9/30/2023 0:00,600317,690667,597800,10/31/2023 14:40,LB,STADIUM - SOUTH END ZONE,NORMAL,STEAM,S.E.CORNER MECHANICAL ROOM.,NORMAN,MCA,066,100,6/30/2017 0:00,THE GAYLORD FAMILY-OKLAHOMA MEMORIAL STADIUM,NON_E_AND_G,ATHLETICS,100,2023-9,15620A275,M2
9374,261,ST066G,10/31/2023 0:00,600317,699964,929700,12/4/2023 15:01,LB,STADIUM - SOUTH END ZONE,NORMAL,STEAM,S.E.CORNER MECHANICAL ROOM.,NORMAN,MCA,066,100,6/30/2017 0:00,THE GAYLORD FAMILY-OKLAHOMA MEMORIAL STADIUM,NON_E_AND_G,ATHLETICS,100,2023-10,15620A275,M2
9404,261,ST066G,11/30/2023 0:00,600317,710622,1065800,12/23/2023 12:55,LB,STADIUM - SOUTH END ZONE,NORMAL,STEAM,S.E.CORNER MECHANICAL ROOM.,NORMAN,MCA,066,100,6/30/2017 0:00,THE GAYLORD FAMILY-OKLAHOMA MEMORIAL STADIUM,NON_E_AND_G,ATHLETICS,100,2023-11,15620A275,M2
9474,239,ST066G,12/31/2023 0:00,600317,727563,1694100,2/5/2024 8:24,LB,STADIUM - SOUTH END ZONE,NORMAL,STEAM,S.E.CORNER MECHANICAL ROOM.,NORMAN,MCA,066,100,6/30/2017 0:00,THE GAYLORD FAMILY-OKLAHOMA MEMORIAL STADIUM,NON_E_AND_G,ATHLETICS,100,2023-12,15620A275,M2
9494,239,ST066G,1/31/2024 0:00,600317,751504,2394100,3/4/2024 14:10,LB,STADIUM - SOUTH END ZONE,NORMAL,STEAM,S.E.CORNER MECHANICAL ROOM.,NORMAN,MCA,066,100,6/30/2017 0:00,THE GAYLORD FAMILY-OKLAHOMA MEMORIAL STADIUM,NON_E_AND_G,ATHLETICS,100,2024-1,15620A275,M2
9532,239,ST066G,2/29/2024 0:00,600317,765244,1374000,4/8/2024 10:03,LB,STADIUM - SOUTH END ZONE,NORMAL,STEAM,S.E.CORNER MECHANICAL ROOM.,NORMAN,MCA,066,100,6/30/2017 0:00,THE GAYLORD FAMILY-OKLAHOMA MEMORIAL STADIUM,NON_E_AND_G,ATHLETICS,100,2024-2,15620A275,M2
9558,237,ST066G,3/31/2024 0:00,600317,778361,1311700,4/30/2024 8:02,LB,STADIUM - SOUTH END ZONE,NORMAL,STEAM,S.E.CORNER MECHANICAL ROOM.,NORMAN,MCA,066,100,6/30/2017 0:00,THE GAYLORD FAMILY-OKLAHOMA MEMORIAL STADIUM,NON_E_AND_G,ATHLETICS,100,2024-3,15620A275,M2
9658,189,ST066G,4/30/2024 0:00,600317,786498,813700,5/31/2024 15:28,LB,STADIUM - SOUTH END ZONE,NORMAL,STEAM,S.E.CORNER MECHANICAL ROOM.,NORMAN,MCA,066,100,6/30/2017 0:00,THE GAYLORD FAMILY-OKLAHOMA MEMORIAL STADIUM,NON_E_AND_G,ATHLETICS,100,2024-4,15620A275,M2
9710,189,ST066G,5/31/2024 0:00,600317,792903,640500,6/28/2024 15:18,LB,STADIUM - SOUTH END ZONE,NORMAL,STEAM,S.E.CORNER MECHANICAL ROOM.,NORMAN,MCA,066,100,6/30/2017 0:00,THE GAYLORD FAMILY-OKLAHOMA MEMORIAL STADIUM,NON_E_AND_G,ATHLETICS,100,2024-5,15620A275,M2
9747,180,ST066G,6/30/2024 0:00,600317,799280,637700,7/31/2024 13:35,LB,STADIUM - SOUTH END ZONE,NORMAL,STEAM,S.E.CORNER MECHANICAL ROOM.,NORMAN,MCA,066,100,6/30/2017 0:00,THE GAYLORD FAMILY-OKLAHOMA MEMORIAL STADIUM,NON_E_AND_G,ATHLETICS,100,2024-6,15620A275,M2
9771,179,ST066G,7/31/2024 0:00,600317,805603,632300,9/6/2024 11:09,LB,STADIUM - SOUTH END ZONE,NORMAL,STEAM,S.E.CORNER MECHANICAL ROOM.,NORMAN,MCA,066,100,6/30/2017 0:00,THE GAYLORD FAMILY-OKLAHOMA MEMORIAL STADIUM,NON_E_AND_G,ATHLETICS,100,2024-7,15620A275,M2
9830,175,ST066G,8/31/2024 0:00,600317,811899,629600,10/4/2024 13:13,LB,STADIUM - SOUTH END ZONE,NORMAL,STEAM,S.E.CORNER MECHANICAL ROOM.,NORMAN,MCA,066,100,6/30/2017 0:00,THE GAYLORD FAMILY-OKLAHOMA MEMORIAL STADIUM,NON_E_AND_G,ATHLETICS,100,2024-8,15620A275,M2
9912,164,ST066G,9/30/2024 0:00,600317,818023,612400,11/7/2024 8:55,LB,STADIUM - SOUTH END ZONE,NORMAL,STEAM,S.E.CORNER MECHANICAL ROOM.,NORMAN,MCA,066,100,6/30/2017 0:00,THE GAYLORD FAMILY-OKLAHOMA MEMORIAL STADIUM,NON_E_AND_G,ATHLETICS,100,2024-9,15620A275,M2
8931,385,ST066H,1/31/2023 0:00,600317,2058388,6687700,2/28/2023 13:37,LB,STADIUM,NORMAL,STEAM,NORTH VAULT NEXT TO WATER METER,NORMAN,MCA,066,100,11/30/2018 0:00,THE GAYLORD FAMILY-OKLAHOMA MEMORIAL STADIUM,NON_E_AND_G,ATHLETICS,100,2023-1,15620A189,M2
8951,385,ST066H,2/28/2023 0:00,600317,2150905,9251700,3/31/2023 18:07,LB,STADIUM,NORMAL,STEAM,NORTH VAULT NEXT TO WATER METER,NORMAN,MCA,066,100,11/30/2018 0:00,THE GAYLORD FAMILY-OKLAHOMA MEMORIAL STADIUM,NON_E_AND_G,ATHLETICS,100,2023-2,15620A189,M2
8968,386,ST066H,3/31/2023 0:00,600317,2263638,11273300,4/29/2023 16:55,LB,STADIUM,NORMAL,STEAM,NORTH VAULT NEXT TO WATER METER,NORMAN,MCA,066,100,11/30/2018 0:00,THE GAYLORD FAMILY-OKLAHOMA MEMORIAL STADIUM,NON_E_AND_G,ATHLETICS,100,2023-3,15620A189,M2
9010,386,ST066H,4/30/2023 0:00,600317,2309304,4566600,5/30/2023 14:24,LB,STADIUM,NORMAL,STEAM,NORTH VAULT NEXT TO WATER METER,NORMAN,MCA,066,100,11/30/2018 0:00,THE GAYLORD FAMILY-OKLAHOMA MEMORIAL STADIUM,NON_E_AND_G,ATHLETICS,100,2023-4,15620A189,M2
9035,386,ST066H,5/31/2023 0:00,600317,2383690,7438600,6/30/2023 8:27,LB,STADIUM,NORMAL,STEAM,NORTH VAULT NEXT TO WATER METER,NORMAN,MCA,066,100,11/30/2018 0:00,THE GAYLORD FAMILY-OKLAHOMA MEMORIAL STADIUM,NON_E_AND_G,ATHLETICS,100,2023-5,15620A189,M2
9049,385,ST066H,6/30/2023 0:00,600317,2439535,5584500,8/2/2023 13:52,LB,STADIUM,NORMAL,STEAM,NORTH VAULT NEXT TO WATER METER,NORMAN,MCA,066,100,11/30/2018 0:00,THE GAYLORD FAMILY-OKLAHOMA MEMORIAL STADIUM,NON_E_AND_G,ATHLETICS,100,2023-6,15620A189,M2
9091,385,ST066H,7/31/2023 0:00,600317,2549366,10983100,8/31/2023 14:30,LB,STADIUM,NORMAL,STEAM,NORTH VAULT NEXT TO WATER METER,NORMAN,MCA,066,100,11/30/2018 0:00,THE GAYLORD FAMILY-OKLAHOMA MEMORIAL STADIUM,NON_E_AND_G,ATHLETICS,100,2023-7,15620A189,M2
9116,385,ST066H,8/31/2023 0:00,600317,2588685,3931900,9/30/2023 12:38,LB,STADIUM,NORMAL,STEAM,NORTH VAULT NEXT TO WATER METER,NORMAN,MCA,066,100,11/30/2018 0:00,THE GAYLORD FAMILY-OKLAHOMA MEMORIAL STADIUM,NON_E_AND_G,ATHLETICS,100,2023-8,15620A189,M2
9129,385,ST066H,9/30/2023 0:00,600317,2608595,1991000,10/31/2023 14:40,LB,STADIUM,NORMAL,STEAM,NORTH VAULT NEXT TO WATER METER,NORMAN,MCA,066,100,11/30/2018 0:00,THE GAYLORD FAMILY-OKLAHOMA MEMORIAL STADIUM,NON_E_AND_G,ATHLETICS,100,2023-9,15620A189,M2
9374,249,ST066H,10/31/2023 0:00,600317,2628139,1954400,12/4/2023 15:01,LB,STADIUM,NORMAL,STEAM,NORTH VAULT NEXT TO WATER METER,NORMAN,MCA,066,100,11/30/2018 0:00,THE GAYLORD FAMILY-OKLAHOMA MEMORIAL STADIUM,NON_E_AND_G,ATHLETICS,100,2023-10,15620A189,M2
9404,249,ST066H,11/30/2023 0:00,600317,2655328,2718900,12/23/2023 12:55,LB,STADIUM,NORMAL,STEAM,NORTH VAULT NEXT TO WATER METER,NORMAN,MCA,066,100,11/30/2018 0:00,THE GAYLORD FAMILY-OKLAHOMA MEMORIAL STADIUM,NON_E_AND_G,ATHLETICS,100,2023-11,15620A189,M2
9474,227,ST066H,12/31/2023 0:00,600317,2705845,5051700,2/5/2024 8:24,LB,STADIUM,NORMAL,STEAM,NORTH VAULT NEXT TO WATER METER,NORMAN,MCA,066,100,11/30/2018 0:00,THE GAYLORD FAMILY-OKLAHOMA MEMORIAL STADIUM,NON_E_AND_G,ATHLETICS,100,2023-12,15620A189,M2
